countryname,ccode,iso3c,year,location,lat,lon,toa
United States,2,USA,2010,Camp Pendleton,33.3070018,-117.47376,15780
United States,2,USA,2010,New River,37.7301385,-80.9057796,19920
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,16040
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,12580
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,12660
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,17200
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,37290
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,19780
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,37290
United States,2,USA,2010,Twentynine Palms,34.1356915,-116.0543506,12670
United States,2,USA,2010,Blount Island,30.4002278,-81.5363332,3760
United States,2,USA,2010,Quantico,38.5228755,-77.2901863,15270
United States,2,USA,2010,"Camp Lejeune, North Carolina",34.639415,-77.342016,55150
United States,2,USA,2010,Beaufort,32.4315813,-80.6698286,1280
United States,2,USA,2010,San Antonio,29.4246002,-98.4951405,2210
United States,2,USA,2010,Phoenix,33.4484367,-112.0741417,10986
United States,2,USA,2010,Alameda,37.6090291,-121.899142,5960
United States,2,USA,2010,Charleston,32.7876012,-79.9402728,4240
United States,2,USA,2010,Oceana Naval Air Station,35.100152,-120.617609,30400
United States,2,USA,2010,Joliet Army Ammunition Plant,40.611311,-76.454133,7957
United States,2,USA,2011,Fort Greely,63.9672865,-145.7267274,26000
United States,2,USA,2011,Fort Richardson,61.2773666,-149.634759,67038
United States,2,USA,2011,Fort Richardson,61.2773666,-149.634759,12200
United States,2,USA,2011,Fort Richardson,61.2773666,-149.634759,34000
United States,2,USA,2011,Fort Wainwright,64.6053824,-147.8563083,30000
United States,2,USA,2011,Fort Wainwright,64.6053824,-147.8563083,142650
United States,2,USA,2011,Fort Wainwright,64.6053824,-147.8563083,27000
United States,2,USA,2011,Fort Wainwright,64.6053824,-147.8563083,3350
United States,2,USA,2011,Fort Rucker,31.4514071,-85.7839347,29000
United States,2,USA,2011,Fort Rucker,31.4514071,-85.7839347,36000
United States,2,USA,2011,Fort Rucker,31.4514071,-85.7839347,4650
United States,2,USA,2011,Presidio Monterey,36.6030801,-121.9142738,63000
United States,2,USA,2011,Presidio Monterey,36.6030801,-121.9142738,39000
United States,2,USA,2011,Presidio Monterey,36.6030801,-121.9142738,38000
United States,2,USA,2011,Fort Carson,38.5906561,-104.8157641,3650
United States,2,USA,2011,Fort Carson,38.5906561,-104.8157641,6700
United States,2,USA,2011,Fort Carson,38.5906561,-104.8157641,56000
United States,2,USA,2011,Fort Carson,38.5906561,-104.8157641,40000
United States,2,USA,2011,Eglin Afb,30.461382,-86.5468344,6900
United States,2,USA,2011,Miami-Dade County,25.6364246,-80.4989467,41000
United States,2,USA,2011,Us Army Garrison Miami,42.923747,-73.898191,19000
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,32000
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,51000
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,14600
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,14600
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,53000
United States,2,USA,2011,Fort Gordon,33.420972,-82.1620645,4150
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,6200
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,9100
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,47000
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,18000
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,8200
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,3750
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,26000
United States,2,USA,2011,Fort Stewart,31.8694349,-81.6077657,7000
United States,2,USA,2011,Fort Shafter,21.3507612,-157.8840168,58000
United States,2,USA,2011,Fort Shafter,21.3507612,-157.8840168,23000
United States,2,USA,2011,Schofield Barracks,21.4933652,-158.065188,98000
United States,2,USA,2011,Schofield Barracks,21.4933652,-158.065188,90000
United States,2,USA,2011,Schofield Barracks,21.4933652,-158.065188,24000
United States,2,USA,2011,Tripler Army Medical Center,21.3615056,-157.8903252,28000
United States,2,USA,2011,Fort Leavenworth,39.345184,-94.921703,7100
United States,2,USA,2011,Fort Riley,39.1714753,-96.7798334,4100
United States,2,USA,2011,Fort Riley,39.1714753,-96.7798334,14800
United States,2,USA,2011,Fort Riley,39.1714753,-96.7798334,31000
United States,2,USA,2011,Fort Riley,39.1714753,-96.7798334,7200
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,1500
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,67000
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,25000
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,5600
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,26000
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,3300
United States,2,USA,2011,Fort Campbell,36.6313383,-87.6156884,15500
United States,2,USA,2011,Fort Knox,37.8976552,-85.9038521,6000
United States,2,USA,2011,Fort Knox,37.8976552,-85.9038521,12800
United States,2,USA,2011,Fort Polk,31.0520668,-93.1712188,29000
United States,2,USA,2011,Fort Polk,31.0520668,-93.1712188,4250
United States,2,USA,2011,Aberdeen Proving Ground,39.3891419,-76.2307063,14600
United States,2,USA,2011,Fort Meade,27.7522526,-81.8017491,7600
United States,2,USA,2011,Fort Meade,27.7522526,-81.8017491,25000
United States,2,USA,2011,Fort Leonard Wood,37.70114,-92.1693303,29000
United States,2,USA,2011,Fort Leonard Wood,37.70114,-92.1693303,12200
United States,2,USA,2011,Fort Leonard Wood,37.70114,-92.1693303,7000
United States,2,USA,2011,Fort Leonard Wood,37.70114,-92.1693303,15500
United States,2,USA,2011,Fort Leonard Wood,37.70114,-92.1693303,19000
United States,2,USA,2011,Fort Leonard Wood,37.70114,-92.1693303,29000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,33000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,50000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,25000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,41000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,53000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,12600
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,11200
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,17000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,14600
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,18000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,28000
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,7500
United States,2,USA,2011,White Sands,32.3837754,-106.4966154,29000
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,14600
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,16500
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,61000
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,55000
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,8200
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,18500
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,55000
United States,2,USA,2011,U.s. Military Academy,29.876569,-81.326476,130624
United States,2,USA,2011,U.s. Military Academy,29.876569,-81.326476,1700
United States,2,USA,2011,Fort Sill,34.6710832,-98.3894604,13800
United States,2,USA,2011,Fort Sill,34.6710832,-98.3894604,12800
United States,2,USA,2011,Mcalester,34.9334981,-95.7697934,3000
United States,2,USA,2011,Fort Jackson,29.3570565,-89.4547218,28000
United States,2,USA,2011,Fort Jackson,29.3570565,-89.4547218,46000
United States,2,USA,2011,Fort Jackson,29.3570565,-89.4547218,17000
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,6700
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,18500
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,22000
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,3500
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,15500
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,2100
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,3150
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,15500
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,3000
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,17500
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,31000
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,2800
United States,2,USA,2011,Fort Bliss,32.2463821,-106.3742617,8700
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,40000
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,38000
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,4300
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,3200
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,2100
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,55000
United States,2,USA,2011,Fort Hood,31.2014388,-97.7717578,2450
United States,2,USA,2011,Fort Sam Houston,29.4623536,-98.4320524,16000
United States,2,USA,2011,Fort Sam Houston,29.4623536,-98.4320524,6200
United States,2,USA,2011,Fort A.p. Hill,38.1208304,-77.3180633,14500
United States,2,USA,2011,Fort A.p. Hill,38.1208304,-77.3180633,6200
United States,2,USA,2011,Fort A.p. Hill,38.1208304,-77.3180633,3800
United States,2,USA,2011,Fort A.p. Hill,38.1208304,-77.3180633,4100
United States,2,USA,2011,Fort A.p. Hill,38.1208304,-77.3180633,65000
United States,2,USA,2011,Fort Eustis,37.1259192,-76.6013522,18000
United States,2,USA,2011,Fort Lee,40.8509333,-73.9701382,7700
United States,2,USA,2011,Fort Lee,40.8509333,-73.9701382,4900
United States,2,USA,2011,Fort Lee,40.8509333,-73.9701382,30000
United States,2,USA,2011,Fort Lee,40.8509333,-73.9701382,5800
United States,2,USA,2011,Fort Lewis,47.1086912,-122.5549795,47000
United States,2,USA,2011,Fort Lewis,47.1086912,-122.5549795,40000
United States,2,USA,2011,Fort Lewis,47.1086912,-122.5549795,5300
United States,2,USA,2011,Fort Lewis,47.1086912,-122.5549795,16500
United States,2,USA,2011,Fort Lewis,47.1086912,-122.5549795,63000
United States,2,USA,2011,Yakima,46.601557,-120.5108421,3750
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,12200
United States,2,USA,2011,Fort Polk,31.0520668,-93.1712188,6000
United States,2,USA,2011,Fort Polk,31.0520668,-93.1712188,24000
United States,2,USA,2011,Camp Robinson,32.3095686,-102.5553984,30000
United States,2,USA,2011,Fort Chaffee,35.3123139,-94.3060452,19000
United States,2,USA,2011,Fort Chaffee,35.3123139,-94.3060452,2500
United States,2,USA,2011,Florence,34.79981,-87.677251,16500
United States,2,USA,2011,Camp Roberts,39.1783828,-86.1936016,19000
United States,2,USA,2011,Colorado Springs,38.8339578,-104.8253485,20000
United States,2,USA,2011,Fort Carson,38.5906561,-104.8157641,40000
United States,2,USA,2011,Gypsum,38.7055591,-97.4280856,39000
United States,2,USA,2011,Windsor,38.5471327,-122.8163802,7500
United States,2,USA,2011,Windsor Locks,41.9281305,-72.643631,41000
United States,2,USA,2011,New Castle,40.9999202,-80.3471856,27000
United States,2,USA,2011,Cumming,41.4833235,-93.7624442,17000
United States,2,USA,2011,Dobbins Arb,33.9132982,-84.5162199,10400
United States,2,USA,2011,Kalaeloa,21.3164283,-158.0695659,38000
United States,2,USA,2011,Gowen Field,43.557875,-116.2251798,17500
United States,2,USA,2011,Mountain Home,43.1329504,-115.6911975,6300
United States,2,USA,2011,Springfield,39.7990175,-89.6439575,15000
United States,2,USA,2011,Wichita,37.6922361,-97.3375448,24000
United States,2,USA,2011,Wichita,37.6922361,-97.3375448,43000
United States,2,USA,2011,Burlington,44.4761601,-73.212906,19500
United States,2,USA,2011,Fort Polk,31.0520668,-93.1712188,5500
United States,2,USA,2011,Minden,41.4669362,-95.5427822,28000
United States,2,USA,2011,Hanscom Afb,42.4582471,-71.2740825,23000
United States,2,USA,2011,St Inigoes,38.152904,-76.4230064,5500
United States,2,USA,2011,Camp Grayling Range,44.6221244,-84.8065492,19000
United States,2,USA,2011,Arden Hills,45.0761409,-93.1666945,29000
United States,2,USA,2011,Camp Ripley,46.2026955,-94.4421323,4300
United States,2,USA,2011,Camp Ripley,46.2026955,-94.4421323,4450
United States,2,USA,2011,High Point,35.9556924,-80.0053176,1551
United States,2,USA,2011,Camp Grafton,48.0569444,-98.9209548,11200
United States,2,USA,2011,Lincoln,40.8088861,-96.7077751,3300
United States,2,USA,2011,Mead,40.2333174,-104.99859,11400
United States,2,USA,2011,Pembroke,43.14709,-71.457825,15000
United States,2,USA,2011,Pembroke,43.14709,-71.457825,21000
United States,2,USA,2011,Farmington,44.6402434,-93.1435497,8500
United States,2,USA,2011,East Greenwich,41.6603788,-71.4558911,27000
United States,2,USA,2011,Watertown,42.3709299,-71.1828321,25000
United States,2,USA,2011,Camp Maxey,33.8005338,-95.566419,2500
United States,2,USA,2011,Camp Swift,30.1872693,-97.2974021,2600
United States,2,USA,2011,Tacoma,47.2495798,-122.4398746,25000
United States,2,USA,2011,Madison,43.074761,-89.3837613,5700
United States,2,USA,2011,Moorefield,39.0623301,-78.9694723,14200
United States,2,USA,2011,Morgantown,39.6296809,-79.9559437,21000
United States,2,USA,2011,Laramie,41.311367,-105.591101,14400
United States,2,USA,2011,Fairfield,38.2493581,-122.039966,26000
United States,2,USA,2011,Fort Hunter Liggett,35.9522262,-121.2306495,22000
United States,2,USA,2011,Fort Hunter Liggett,35.9522262,-121.2306495,15000
United States,2,USA,2011,Fort Hunter Liggett,35.9522262,-121.2306495,1400
United States,2,USA,2011,Fort Hunter Liggett,35.9522262,-121.2306495,1400
United States,2,USA,2011,Fort Hunter Liggett,35.9522262,-121.2306495,2700
United States,2,USA,2011,Fort Hunter Liggett,35.9522262,-121.2306495,9500
United States,2,USA,2011,Miami,25.7741728,-80.19362,13800
United States,2,USA,2011,Orlando,28.5421109,-81.3790304,10200
United States,2,USA,2011,West Palm Beach,26.715364,-80.0532942,10400
United States,2,USA,2011,Macon,32.8406946,-83.6324022,11400
United States,2,USA,2011,Des Moines,41.5910323,-93.6046655,8175
United States,2,USA,2011,Quincy,42.2509914,-71.0037374,12200
United States,2,USA,2011,Michigan City,41.7075394,-86.8950297,15500
United States,2,USA,2011,Devens Reserve Forces Training Area,48.607656,-104.440209,4700
United States,2,USA,2011,Kansas City,39.100105,-94.5781416,11800
United States,2,USA,2011,Las Cruces,32.3140354,-106.7798078,11400
United States,2,USA,2011,Binghamton,42.0987125,-75.9125262,13400
United States,2,USA,2011,Dallas,32.7762719,-96.7968559,12600
United States,2,USA,2011,Rio Grande,37.5668223,-106.3832155,6100
United States,2,USA,2011,San Marcos,29.8826436,-97.9405828,8500
United States,2,USA,2011,Fort A.p. Hill,38.1208304,-77.3180633,15500
United States,2,USA,2011,Roanoke,37.270973,-79.9414313,14800
United States,2,USA,2011,Virginia Beach,36.8529841,-75.9774183,11000
United States,2,USA,2011,Fort Mccoy,44.0251114,-90.6797461,9800
United States,2,USA,2011,Fort Mccoy,44.0251114,-90.6797461,10000
United States,2,USA,2011,Fort Wainwright,64.6053824,-147.8563083,21000
United States,2,USA,2011,Mobile,30.6943566,-88.0430541,29082
United States,2,USA,2011,Yuma,32.665135,-114.4760316,63280
United States,2,USA,2011,Yuma,32.665135,-114.4760316,40600
United States,2,USA,2011,Yuma,32.665135,-114.4760316,63730
United States,2,USA,2011,Yuma,32.665135,-114.4760316,21480
United States,2,USA,2011,Yuma,32.665135,-114.4760316,36060
United States,2,USA,2011,Yuma,32.665135,-114.4760316,44320
United States,2,USA,2011,Yuma,32.665135,-114.4760316,15590
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,42864
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,37020
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,66110
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,100700
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,48230
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,9950
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,30000
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,3760
United States,2,USA,2011,Camp Pendleton,33.3070018,-117.47376,53490
United States,2,USA,2011,Coronado,32.6915199,-117.1766947,67160
United States,2,USA,2011,Miramar,25.9873137,-80.2322706,90490
United States,2,USA,2011,Miramar,25.9873137,-80.2322706,33620
United States,2,USA,2011,Miramar,25.9873137,-80.2322706,66500
United States,2,USA,2011,San Diego,32.7174202,-117.1627728,75342
United States,2,USA,2011,San Diego,32.7174202,-117.1627728,108414
United States,2,USA,2011,San Diego,32.7174202,-117.1627728,9950
United States,2,USA,2011,Twentynine Palms,34.1356915,-116.0543506,53158
United States,2,USA,2011,Blount Island,30.4002278,-81.5363332,17260
United States,2,USA,2011,Blount Island,30.4002278,-81.5363332,5990
United States,2,USA,2011,Blount Island,30.4002278,-81.5363332,4910
United States,2,USA,2011,Blount Island,30.4002278,-81.5363332,17930
United States,2,USA,2011,Blount Island,30.4002278,-81.5363332,18840
United States,2,USA,2011,Blount Island,30.4002278,-81.5363332,9690
United States,2,USA,2011,Tampa,27.9477595,-82.458444,2300
United States,2,USA,2011,Kings Bay,25.6373263,-80.3011631,45004
United States,2,USA,2011,Kings Bay,25.6373263,-80.3011631,15660
United States,2,USA,2011,Camp Smith,21.3865888,-157.9054991,29960
United States,2,USA,2011,Kaneohe Bay,39.199246,-81.46023,90530
United States,2,USA,2011,Kaneohe Bay,39.199246,-81.46023,19130
United States,2,USA,2011,Pearl Harbor,21.3557748,-157.9991298,9140
United States,2,USA,2011,Pearl Harbor,21.3557748,-157.9991298,99328
United States,2,USA,2011,Indian Head,38.6005785,-77.1622733,34238
United States,2,USA,2011,Patuxent River,38.8142728,-76.7117773,42211
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,90270
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,12280
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,46550
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,42330
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,40780
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,43640
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,55350
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,51660
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,46290
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,7420
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,73010
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,74260
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,36100
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,9950
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,25960
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,2553
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,18470
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,56050
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,56470
United States,2,USA,2011,Cherry Point Marine Corps Air Station,37.729326,-88.926092,42500
United States,2,USA,2011,Cherry Point Marine Corps Air Station,37.729326,-88.926092,3790
United States,2,USA,2011,Cherry Point Marine Corps Air Station,37.729326,-88.926092,13420
United States,2,USA,2011,Cherry Point Marine Corps Air Station,37.729326,-88.926092,5800
United States,2,USA,2011,Newport,41.4899827,-71.3137707,27007
United States,2,USA,2011,Beaufort,32.4315813,-80.6698286,21190
United States,2,USA,2011,Beaufort,32.4315813,-80.6698286,46550
United States,2,USA,2011,Beaufort,32.4315813,-80.6698286,15430
United States,2,USA,2011,Beaufort,32.4315813,-80.6698286,46240
United States,2,USA,2011,Norfolk,36.8462923,-76.2929252,10035
United States,2,USA,2011,Norfolk,36.8462923,-76.2929252,2400
United States,2,USA,2011,Portsmouth,43.0702223,-70.7548621,100000
United States,2,USA,2011,Quantico,38.5228755,-77.2901863,12080
United States,2,USA,2011,Quantico,38.5228755,-77.2901863,37810
United States,2,USA,2011,Quantico,38.5228755,-77.2901863,37920
United States,2,USA,2011,Quantico,38.5228755,-77.2901863,55822
United States,2,USA,2011,Bangor,44.8011821,-68.7778138,16170
United States,2,USA,2011,Bangor,44.8011821,-68.7778138,15810
United States,2,USA,2011,Bangor,44.8011821,-68.7778138,24913
United States,2,USA,2011,Bremerton,47.5653663,-122.6246836,19116
United States,2,USA,2011,Twentynine Palms,34.1356915,-116.0543506,5991
United States,2,USA,2011,New Orleans,29.9499323,-90.0701156,16281
United States,2,USA,2011,Williamsburg,37.2708788,-76.7074042,21346
United States,2,USA,2011,Yakima,46.601557,-120.5108421,13844
United States,2,USA,2011,Eielson Afb,64.6755195,-147.0571962,28000
United States,2,USA,2011,Elmendorf Afb,61.2532391,-149.8081802,4749
United States,2,USA,2011,Elmendorf Afb,61.2532391,-149.8081802,15000
United States,2,USA,2011,Elmendorf Afb,61.2532391,-149.8081802,10525
United States,2,USA,2011,Maxwell Afb,32.3817195,-86.3537776,13400
United States,2,USA,2011,Davis-Monthan Afb,32.1707957,-110.8699024,25000
United States,2,USA,2011,Davis-Monthan Afb,32.1707957,-110.8699024,4600
United States,2,USA,2011,Davis-Monthan Afb,32.1707957,-110.8699024,10700
United States,2,USA,2011,Davis-Monthan Afb,32.1707957,-110.8699024,8200
United States,2,USA,2011,Fort Huachuca,31.5272545,-110.3606321,11000
United States,2,USA,2011,Buckley Air Force Base,39.7026895,-104.7559701,12160
United States,2,USA,2011,Peterson Afb,38.8222878,-104.7004494,24800
United States,2,USA,2011,U.s. Air Force Academy,39.0130908,-104.8868756,27600
United States,2,USA,2011,Dover Afb,39.1283048,-75.4679193,3200
United States,2,USA,2011,Eglin Afb,30.461382,-86.5468344,11400
United States,2,USA,2011,Hurlburt Field,30.4312921,-86.6902291,6170
United States,2,USA,2011,Hurlburt Field,30.4312921,-86.6902291,4500
United States,2,USA,2011,Hurlburt Field,30.4312921,-86.6902291,24000
United States,2,USA,2011,Patrick Afb,28.2422228,-80.6091074,158009
United States,2,USA,2011,Barksdale Afb,32.4971362,-93.6106774,18140
United States,2,USA,2011,Minot Afb,48.420011,-101.3372095,18770
United States,2,USA,2011,Mcguire Afb,40.0172727,-74.5901396,8000
United States,2,USA,2011,Mcguire Afb,40.0172727,-74.5901396,18440
United States,2,USA,2011,Cannon Afb,34.3863913,-103.316328,14000
United States,2,USA,2011,Cannon Afb,34.3863913,-103.316328,20000
United States,2,USA,2011,Holloman Afb,33.076831,-106.2190016,15470
United States,2,USA,2011,Holloman Afb,33.076831,-106.2190016,22500
United States,2,USA,2011,Kirtland Afb,34.998062,-106.5156776,3800
United States,2,USA,2011,Kirtland Afb,34.998062,-106.5156776,6460
United States,2,USA,2011,Kirtland Afb,34.998062,-106.5156776,14142
United States,2,USA,2011,Creech Afb,36.5887542,-115.6714563,11710
United States,2,USA,2011,Nellis Afb,36.237497,-115.0317275,7870
United States,2,USA,2011,Nellis Afb,36.237497,-115.0317275,1900
United States,2,USA,2011,Nellis Afb,36.237497,-115.0317275,13110
United States,2,USA,2011,Nellis Afb,36.237497,-115.0317275,28760
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,20440
United States,2,USA,2011,Tinker Afb,35.4117548,-97.3907974,14000
United States,2,USA,2011,Charleston Afb,32.9004207,-80.0514233,15000
United States,2,USA,2011,Dyess Afb,32.420164,-99.8382178,4080
United States,2,USA,2011,Ellington Field,29.6138235,-95.1706896,7000
United States,2,USA,2011,Lackland Afb,29.3862862,-98.6009001,32000
United States,2,USA,2011,Lackland Afb,29.3862862,-98.6009001,5500
United States,2,USA,2011,Lackland Afb,29.3862862,-98.6009001,67980
United States,2,USA,2011,Lackland Afb,29.3862862,-98.6009001,21800
United States,2,USA,2011,Hill Afb,41.1227542,-111.977344,2800
United States,2,USA,2011,Langley Afb,37.0875142,-76.3572224,8800
United States,2,USA,2011,Camp Guernsey,42.2610598,-104.7320808,4650
United States,2,USA,2011,Montgomery Regional Airport (Ang) Base,39.152456,-77.212188,7472
United States,2,USA,2011,Davis Monthan Afb,32.1707957,-110.8699024,4650
United States,2,USA,2011,New Castle County Airport,39.6796715,-75.6076335,1500
United States,2,USA,2011,Jacksonville Iap,39.76,-98.5,6700
United States,2,USA,2011,Savannah/Hilton Head Iap,32.240048,-80.710364,7450
United States,2,USA,2011,Hickam Afb,21.3330347,-157.9517643,5950
United States,2,USA,2011,Hickam Afb,21.3330347,-157.9517643,48250
United States,2,USA,2011,Hickam Afb,21.3330347,-157.9517643,17250
United States,2,USA,2011,Capital Map,36.972802,-121.950508,16700
United States,2,USA,2011,Hulman Regional Airport,33.628071,-82.904574,4100
United States,2,USA,2011,Martin State Airport,39.3245375,-76.4148299,11400
United States,2,USA,2011,Stanly County Airport,35.4167,-80.1508,2000
United States,2,USA,2011,"Fort Drum, New York",44.1337512,-75.5766325,2500
United States,2,USA,2011,Stewart Iap,40.720403,-73.688639,14250
United States,2,USA,2011,State College Angs,40.794424,-77.861614,4100
United States,2,USA,2011,Nashville Iap,40.819227,-78.98416,5500
United States,2,USA,2011,Patrick Afb,28.2422228,-80.6091074,3420
United States,2,USA,2011,Scott Air Force Base,38.541616,-89.8519635,1388
United States,2,USA,2011,Point Loma Annex,30.677896,-95.806773,20000
United States,2,USA,2011,Point Mugu,34.1140701,-119.1179302,3100
United States,2,USA,2011,Hunter Angs,31.919352,-93.657835,2400
United States,2,USA,2011,Hickam Afb,21.3330347,-157.9517643,8500
United States,2,USA,2011,Mountain Home Afb,43.0468336,-115.8763941,27500
United States,2,USA,2011,Andrews Afb,38.8056605,-76.8774031,14000
United States,2,USA,2011,Columbus,39.9622601,-83.0007065,7400
United States,2,USA,2011,Def Distribution Depot New Cumberland,39.402589999999996,-75.040419,96000
United States,2,USA,2011,Craney Island,38.6253957,-77.1374789,58000
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,2800
United States,2,USA,2011,"Camp Lejeune, North Carolina",34.639415,-77.342016,16646
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,23086
United States,2,USA,2011,Fort Bragg,35.1422775,-78.9987279,22000
United States,2,USA,2011,U.s. Military Academy,29.876569,-81.326476,27960
United States,2,USA,2011,Quantico,38.5228755,-77.2901863,47355
United States,2,USA,2011,Augusta,33.4709714,-81.9748429,12855
United States,2,USA,2011,Fort Meade,27.7522526,-81.8017491,219360
United States,2,USA,2011,Camp Williams,34.2323905,-117.7907743,398358
United States,2,USA,2011,Yuma,32.665135,-114.4760316,8977
United States,2,USA,2011,Fort Carson,38.5906561,-104.8157641,3717
United States,2,USA,2011,Eglin Afb,30.461382,-86.5468344,6030
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,20441
United States,2,USA,2011,Fort Benning,32.3523691,-84.9688191,3624
United States,2,USA,2011,Hunter Army Airfield,32.0093774,-81.1507334,3318
