MMEID,Ex_Name,Series_Name,gwcode,country,year,Location,lat,lon,StartDate,s.year,s.month,s.day,EndDate,e.year,e.month,e.day,CPX,Air,Land,Sea,Amphibious,Cyber,Warfighting,Peacekeeping,Humanitarian,FocusDescription,AdditionalParticipantInfo,participant_count
mme3068,Bright Star 07,Bright Star,NA,Yemen,2007,Egypt,26.820553,30.802498,11/3/07,2007,11,3,2007-11-xx,2007,11,xx,0,1,1,1,0,0,1,0,0,a multinational military exercise,NA,13
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,20,Canada,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,390,Denmark,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,260,Germany,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,210,Netherlands,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,360,Romania,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,230,Spain,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,640,Turkey,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,200,United Kingdom,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme3069,Eastern Mediterranean 2007,Eastern Mediterranean,2,United States,2007,Aegean Sea and the east Mediterranean Sea.,39.019184,25.268555,11/1/07,2007,11,1,11/10/07,2007,11,10,0,0,0,1,0,0,1,0,0,mproving cooperation between naval forces,NA,9
mme307,-9,NA,800,Thailand,1983,-9,NA,NA,4/27/83,1983,4,27,1983-04-xx,1983,4,xx,0,0,0,1,0,0,1,0,0,Joint manoeuvres of the US and Thai navies,NA,2
mme307,-9,NA,2,United States,1983,-9,NA,NA,4/27/83,1983,4,27,1983-04-xx,1983,4,xx,0,0,0,1,0,0,1,0,0,Joint manoeuvres of the US and Thai navies,NA,2
mme3070,Keen Sword 2008,Keen Sword,740,Japan,2007,japan,36.204824,138.252924,11/5/07,2007,11,5,11/16/07,2007,11,16,0,1,1,1,0,0,1,0,0,"a field-training exercise designed to ""fortify the defense of Japan through scenarios incorporating air, ground and sea operations,""",NA,2
mme3070,Keen Sword 2008,Keen Sword,2,United States,2007,japan,36.204824,138.252924,11/5/07,2007,11,5,11/16/07,2007,11,16,0,1,1,1,0,0,1,0,0,"a field-training exercise designed to ""fortify the defense of Japan through scenarios incorporating air, ground and sea operations,""",NA,2
mme3071,MSM SQNEX,NA,367,Latvia,2007,Gdansk Bay,54.5995351,19.0852091,11/7/07,2007,11,7,11/9/07,2007,11,9,0,0,0,1,0,0,1,0,0,mine-defence exercise,NA,3
mme3071,MSM SQNEX,NA,368,Lithuania,2007,Gdansk Bay,54.5995351,19.0852091,11/7/07,2007,11,7,11/9/07,2007,11,9,0,0,0,1,0,0,1,0,0,mine-defence exercise,NA,3
mme3071,MSM SQNEX,NA,290,Poland,2007,Gdansk Bay,54.5995351,19.0852091,11/7/07,2007,11,7,11/9/07,2007,11,9,0,0,0,1,0,0,1,0,0,mine-defence exercise,NA,3
mme3072,Pacific Reach 2007,NA,900,Australia,2007,off the coast of Australia.,-25.274398,133.775136,11/26/07,2007,11,26,2007-12-xx,2007,12,xx,0,0,0,1,0,0,1,0,0,international submarine rescue exercise,NA,5
mme3072,Pacific Reach 2007,NA,740,Japan,2007,off the coast of Australia.,-25.274398,133.775136,11/26/07,2007,11,26,2007-12-xx,2007,12,xx,0,0,0,1,0,0,1,0,0,international submarine rescue exercise,NA,5
mme3072,Pacific Reach 2007,NA,830,Singapore,2007,off the coast of Australia.,-25.274398,133.775136,11/26/07,2007,11,26,2007-12-xx,2007,12,xx,0,0,0,1,0,0,1,0,0,international submarine rescue exercise,NA,5
mme3072,Pacific Reach 2007,NA,732,South Korea,2007,off the coast of Australia.,-25.274398,133.775136,11/26/07,2007,11,26,2007-12-xx,2007,12,xx,0,0,0,1,0,0,1,0,0,international submarine rescue exercise,NA,5
mme3072,Pacific Reach 2007,NA,2,United States,2007,off the coast of Australia.,-25.274398,133.775136,11/26/07,2007,11,26,2007-12-xx,2007,12,xx,0,0,0,1,0,0,1,0,0,international submarine rescue exercise,NA,5
mme3073,-9,NA,439,Burkina Faso,2007,"Thies (70 km east of Dakar), Senegal",14.7910052,-16.9358604,12/3/07,2007,12,3,12/7/07,2007,12,7,0,0,1,0,0,0,1,0,0,strengthen the capacity of the Task Force component,NA,6
mme3073,-9,NA,420,Gambia,2007,"Thies (70 km east of Dakar), Senegal",14.7910052,-16.9358604,12/3/07,2007,12,3,12/7/07,2007,12,7,0,0,1,0,0,0,1,0,0,strengthen the capacity of the Task Force component,NA,6
mme3073,-9,NA,438,Guinea,2007,"Thies (70 km east of Dakar), Senegal",14.7910052,-16.9358604,12/3/07,2007,12,3,12/7/07,2007,12,7,0,0,1,0,0,0,1,0,0,strengthen the capacity of the Task Force component,NA,6
mme3073,-9,NA,404,Guinea-Bissau,2007,"Thies (70 km east of Dakar), Senegal",14.7910052,-16.9358604,12/3/07,2007,12,3,12/7/07,2007,12,7,0,0,1,0,0,0,1,0,0,strengthen the capacity of the Task Force component,NA,6
mme3073,-9,NA,432,Mali,2007,"Thies (70 km east of Dakar), Senegal",14.7910052,-16.9358604,12/3/07,2007,12,3,12/7/07,2007,12,7,0,0,1,0,0,0,1,0,0,strengthen the capacity of the Task Force component,NA,6
mme3073,-9,NA,433,Senegal,2007,"Thies (70 km east of Dakar), Senegal",14.7910052,-16.9358604,12/3/07,2007,12,3,12/7/07,2007,12,7,0,0,1,0,0,0,1,0,0,strengthen the capacity of the Task Force component,NA,6
mme3074,-9,NA,615,Algeria,2007,Libyan coast,26.3351,17.228331,2007-12-xx,2007,12,xx,2007-12-xx,2007,12,xx,0,0,0,0,0,0,1,0,0,mobilisation military exercises,NA,2
mme3074,-9,NA,620,Libya,2007,Libyan coast,26.3351,17.228331,2007-12-xx,2007,12,xx,2007-12-xx,2007,12,xx,0,0,0,0,0,0,1,0,0,mobilisation military exercises,NA,2
mme3075,Hand-in-hand-2007,Hand in Hand,710,China,2007,Chinese city of Kunming,24.880095,102.832891,12/20/07,2007,12,20,12/25/07,2007,12,25,0,0,1,0,0,0,1,0,0,anti-terrorism drills,NA,2
mme3075,Hand-in-hand-2007,Hand in Hand,750,India,2007,Chinese city of Kunming,24.880095,102.832891,12/20/07,2007,12,20,12/25/07,2007,12,25,0,0,1,0,0,0,1,0,0,anti-terrorism drills,NA,2
mme3076,Torgau 2007,Torgau,365,Russia,2007,"Nizhniy Novgorod Region, Russia; Germany, Grafenwoerth and Hohenfels",49.7152208,11.9146959,12/2/07,2007,12,2,12/14/07,2007,12,14,0,0,1,0,0,0,1,1,0,"put soldiers from both countries against an opposing enemy force, in an effort to better coordinate strategy, communications and tactics",NA,2
mme3076,Torgau 2007,Torgau,2,United States,2007,"Nizhniy Novgorod Region, Russia; Germany, Grafenwoerth and Hohenfels",49.7152208,11.9146959,12/2/07,2007,12,2,12/14/07,2007,12,14,0,0,1,0,0,0,1,1,0,"put soldiers from both countries against an opposing enemy force, in an effort to better coordinate strategy, communications and tactics",NA,2
mme3077,-9,NA,732,South Korea,2008,South Korea,35.907757,127.766922,1/17/08,2008,1,17,1/17/08,2008,1,17,0,0,1,0,0,0,1,0,0,"jumped hand-in-hand Thursday from hovering helicopters in a friendly parachuting exercise,",NA,2
mme3077,-9,NA,2,United States,2008,South Korea,35.907757,127.766922,1/17/08,2008,1,17,1/17/08,2008,1,17,0,0,1,0,0,0,1,0,0,"jumped hand-in-hand Thursday from hovering helicopters in a friendly parachuting exercise,",NA,2
mme3078,Theatre Missile Defence,TMD,NA,-9,2008,Germany near Munich,48.1351253,11.5819805,1/17/08,2008,1,17,1/25/08,2008,1,25,1,0,0,0,0,0,1,0,0,planning processes required to enable an effective and efficient employment of such forces,Sixty officers from eleven NATO countries and Russia,2
mme3078,Theatre Missile Defence,TMD,365,Russia,2008,Germany near Munich,48.1351253,11.5819805,1/17/08,2008,1,17,1/25/08,2008,1,25,1,0,0,0,0,0,1,0,0,planning processes required to enable an effective and efficient employment of such forces,Sixty officers from eleven NATO countries and Russia,2
mme3079,-9,NA,220,France,2008,Toulon,43.124228,5.928,2/4/08,2008,2,4,2/4/08,2008,2,4,0,1,0,1,0,0,1,0,0,"communication and tactical manoeuvring training, practiced organizing signal transmission for occupying a position as well as for taking in and handing over cargo by way of the ram tensioned highline system",NA,2
mme3079,-9,NA,365,Russia,2008,Toulon,43.124228,5.928,2/4/08,2008,2,4,2/4/08,2008,2,4,0,1,0,1,0,0,1,0,0,"communication and tactical manoeuvring training, practiced organizing signal transmission for occupying a position as well as for taking in and handing over cargo by way of the ram tensioned highline system",NA,2
mme308,Fleetex 83-L,Fleetex,20,Canada,1983,North Pacific northeast of Japan in the vicinity of the outermost Aleutian Islands,54.4622428,-164.5839174,4/15/83,1983,4,15,1983-04-xx,1983,4,xx,0,1,0,1,0,0,1,0,0,training in the North Pacific underscores U.S. and Canadian resolve to defend the region and will provide on-sight realistic exercise problems for participants,NA,2
mme308,Fleetex 83-L,Fleetex,2,United States,1983,North Pacific northeast of Japan in the vicinity of the outermost Aleutian Islands,54.4622428,-164.5839174,4/15/83,1983,4,15,1983-04-xx,1983,4,xx,0,1,0,1,0,0,1,0,0,training in the North Pacific underscores U.S. and Canadian resolve to defend the region and will provide on-sight realistic exercise problems for participants,NA,2
mme3080,Balikatan 2008,Balikatan,840,Philippines,2008,"Central and Western Mindanao, the Sulu Archipelago, and Palawan, Philippines",5.9525523,121.1681792,2/18/08,2008,2,18,3/3/08,2008,3,3,0,0,1,0,0,0,0,0,1,focusing on cooperation to deliver humanitarian assistance at the time of natural disasters.,NA,2
mme3080,Balikatan 2008,Balikatan,2,United States,2008,"Central and Western Mindanao, the Sulu Archipelago, and Palawan, Philippines",5.9525523,121.1681792,2/18/08,2008,2,18,3/3/08,2008,3,3,0,0,1,0,0,0,0,0,1,focusing on cooperation to deliver humanitarian assistance at the time of natural disasters.,NA,2
mme3081,Cool Gasket,NA,366,Estonia,2008,"Szczecin, Poland",53.4285438,14.5528116,2/25/08,2008,2,25,2008-02-xx,2008,2,xx,0,0,0,0,0,0,1,0,0,Monday-launched Cool Gasket exercise.,NA,3
mme3081,Cool Gasket,NA,260,Germany,2008,"Szczecin, Poland",53.4285438,14.5528116,2/25/08,2008,2,25,2008-02-xx,2008,2,xx,0,0,0,0,0,0,1,0,0,Monday-launched Cool Gasket exercise.,NA,3
mme3081,Cool Gasket,NA,290,Poland,2008,"Szczecin, Poland",53.4285438,14.5528116,2/25/08,2008,2,25,2008-02-xx,2008,2,xx,0,0,0,0,0,0,1,0,0,Monday-launched Cool Gasket exercise.,NA,3
mme3082,Gulf Shield 2008,NA,220,France,2008,both Qatar and the UAE,24.919366,52.93546,2/23/08,2008,2,23,2008-02-xx,2008,2,xx,0,1,1,1,0,0,1,0,0,"joint military exercises involving land, sea and air forces in the UAE on Saturday,",NA,3
mme3082,Gulf Shield 2008,NA,694,Qatar,2008,both Qatar and the UAE,24.919366,52.93546,2/23/08,2008,2,23,2008-02-xx,2008,2,xx,0,1,1,1,0,0,1,0,0,"joint military exercises involving land, sea and air forces in the UAE on Saturday,",NA,3
mme3082,Gulf Shield 2008,NA,696,United Arab Emirates,2008,both Qatar and the UAE,24.919366,52.93546,2/23/08,2008,2,23,2008-02-xx,2008,2,xx,0,1,1,1,0,0,1,0,0,"joint military exercises involving land, sea and air forces in the UAE on Saturday,",NA,3
mme3083,Nasim-i-Bahr [Sea Breeze],Naseem Al Bahr,770,Pakistan,2008,open sea off the Karachi coastline,24.8607343,67.0011364,2008-02-xx,2008,2,xx,2008-02-xx,2008,2,xx,0,0,0,1,0,0,1,0,0,drills with nearly all naval ships and frigates,NA,2
mme3083,Nasim-i-Bahr [Sea Breeze],Naseem Al Bahr,670,Saudi Arabia,2008,open sea off the Karachi coastline,24.8607343,67.0011364,2008-02-xx,2008,2,xx,2008-02-xx,2008,2,xx,0,0,0,1,0,0,1,0,0,drills with nearly all naval ships and frigates,NA,2
mme3084,Red Flag-3,Red Flag,670,Saudi Arabia,2008,Nellis Airbase in the Nevada Desert,36.2414539,-115.0513209,2008-02-xx,2008,2,xx,2008-02-xx,2008,2,xx,0,1,0,0,0,0,1,0,0,aircraft are participating in the exercise,NA,2
mme3084,Red Flag-3,Red Flag,2,United States,2008,Nellis Airbase in the Nevada Desert,36.2414539,-115.0513209,2008-02-xx,2008,2,xx,2008-02-xx,2008,2,xx,0,1,0,0,0,0,1,0,0,aircraft are participating in the exercise,NA,2
mme3085,Zio 2008,NA,434,Benin,2008,"Lome, Togo",6.1256261,1.2254183,2/19/08,2008,2,19,2/22/08,2008,2,22,0,0,1,0,0,0,0,1,0,preparing them for peacekeeping force,NA,3
mme3085,Zio 2008,NA,220,France,2008,"Lome, Togo",6.1256261,1.2254183,2/19/08,2008,2,19,2/22/08,2008,2,22,0,0,1,0,0,0,0,1,0,preparing them for peacekeeping force,NA,3
mme3085,Zio 2008,NA,461,Togo,2008,"Lome, Togo",6.1256261,1.2254183,2/19/08,2008,2,19,2/22/08,2008,2,22,0,0,1,0,0,0,0,1,0,preparing them for peacekeeping force,NA,3
mme3086,-9,NA,900,Australia,2008,New Caledonia,-20.904305,165.618042,3/28/08,2008,3,28,4/12/08,2008,4,12,0,0,0,0,0,0,0,0,1,evacuate civilians who are in danger and to deliver humanitarian aid and disaster relief,NA,6
mme3086,-9,NA,220,France,2008,New Caledonia,-20.904305,165.618042,3/28/08,2008,3,28,4/12/08,2008,4,12,0,0,0,0,0,0,0,0,1,evacuate civilians who are in danger and to deliver humanitarian aid and disaster relief,NA,6
mme3086,-9,NA,920,New Zealand,2008,New Caledonia,-20.904305,165.618042,3/28/08,2008,3,28,4/12/08,2008,4,12,0,0,0,0,0,0,0,0,1,evacuate civilians who are in danger and to deliver humanitarian aid and disaster relief,NA,6
mme3086,-9,NA,910,Papua New Guinea,2008,New Caledonia,-20.904305,165.618042,3/28/08,2008,3,28,4/12/08,2008,4,12,0,0,0,0,0,0,0,0,1,evacuate civilians who are in danger and to deliver humanitarian aid and disaster relief,NA,6
mme3086,-9,NA,NA,Tonga,2008,New Caledonia,-20.904305,165.618042,3/28/08,2008,3,28,4/12/08,2008,4,12,0,0,0,0,0,0,0,0,1,evacuate civilians who are in danger and to deliver humanitarian aid and disaster relief,NA,6
mme3086,-9,NA,NA,Vanuatu,2008,New Caledonia,-20.904305,165.618042,3/28/08,2008,3,28,4/12/08,2008,4,12,0,0,0,0,0,0,0,0,1,evacuate civilians who are in danger and to deliver humanitarian aid and disaster relief,NA,6
mme3087,-9,NA,433,Senegal,2008,Comoros,-11.6455,43.3333,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,0,0,0,1,0,1,0,0,Simulating beach landings,NA,3
mme3087,-9,NA,625,Sudan,2008,Comoros,-11.6455,43.3333,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,0,0,0,1,0,1,0,0,Simulating beach landings,NA,3
mme3087,-9,NA,510,Tanzania,2008,Comoros,-11.6455,43.3333,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,0,0,0,1,0,1,0,0,Simulating beach landings,NA,3
mme3088,-9,NA,20,Canada,2008,Russian Far East and in Alaska,61.231518,-174.329705,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,1,0,0,0,0,1,0,0,joint military exercise to practice combating air terrorism,NA,3
mme3088,-9,NA,365,Russia,2008,Russian Far East and in Alaska,61.231518,-174.329705,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,1,0,0,0,0,1,0,0,joint military exercise to practice combating air terrorism,NA,3
mme3088,-9,NA,2,United States,2008,Russian Far East and in Alaska,61.231518,-174.329705,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,1,0,0,0,0,1,0,0,joint military exercise to practice combating air terrorism,NA,3
mme3089,MAVI BALINA (Blue Whale) 2008,Blue Whale,260,Germany,2008,east Mediterranean,34.5531284,18.0480105,3/7/08,2008,3,7,3/17/08,2008,3,17,0,0,0,1,0,0,1,0,0,"test coordinated manoeuvres against submarines and submarine defence war, and improve cooperation.",NA,6
mme3089,MAVI BALINA (Blue Whale) 2008,Blue Whale,325,Italy,2008,east Mediterranean,34.5531284,18.0480105,3/7/08,2008,3,7,3/17/08,2008,3,17,0,0,0,1,0,0,1,0,0,"test coordinated manoeuvres against submarines and submarine defence war, and improve cooperation.",NA,6
mme3089,MAVI BALINA (Blue Whale) 2008,Blue Whale,770,Pakistan,2008,east Mediterranean,34.5531284,18.0480105,3/7/08,2008,3,7,3/17/08,2008,3,17,0,0,0,1,0,0,1,0,0,"test coordinated manoeuvres against submarines and submarine defence war, and improve cooperation.",NA,6
mme3089,MAVI BALINA (Blue Whale) 2008,Blue Whale,640,Turkey,2008,east Mediterranean,34.5531284,18.0480105,3/7/08,2008,3,7,3/17/08,2008,3,17,0,0,0,1,0,0,1,0,0,"test coordinated manoeuvres against submarines and submarine defence war, and improve cooperation.",NA,6
mme3089,MAVI BALINA (Blue Whale) 2008,Blue Whale,200,United Kingdom,2008,east Mediterranean,34.5531284,18.0480105,3/7/08,2008,3,7,3/17/08,2008,3,17,0,0,0,1,0,0,1,0,0,"test coordinated manoeuvres against submarines and submarine defence war, and improve cooperation.",NA,6
mme3089,MAVI BALINA (Blue Whale) 2008,Blue Whale,2,United States,2008,east Mediterranean,34.5531284,18.0480105,3/7/08,2008,3,7,3/17/08,2008,3,17,0,0,0,1,0,0,1,0,0,"test coordinated manoeuvres against submarines and submarine defence war, and improve cooperation.",NA,6
mme309,Malindo-9,NA,850,Indonesia,1983,strait of malacca,4.6625895,99.5450974,5/26/83,1983,5,26,5/30/83,1983,5,30,0,0,0,1,0,0,1,0,0,a move by the two countries to jointly safeguard peace and security in the area,NA,2
mme309,Malindo-9,NA,820,Malaysia,1983,strait of malacca,4.6625895,99.5450974,5/26/83,1983,5,26,5/30/83,1983,5,30,0,0,0,1,0,0,1,0,0,a move by the two countries to jointly safeguard peace and security in the area,NA,2
mme3090,Juniper Falcon,Juniper Falcon,666,Israel,2008,Tel Aviv,32.0852999,34.7817676,3/17/08,2008,3,17,3/20/08,2008,3,20,1,0,0,0,0,0,1,0,0,military headquarters training exercise,NA,2
mme3090,Juniper Falcon,Juniper Falcon,2,United States,2008,Tel Aviv,32.0852999,34.7817676,3/17/08,2008,3,17,3/20/08,2008,3,20,1,0,0,0,0,0,1,0,0,military headquarters training exercise,NA,2
mme3091,Key Resolve/Foal Eagle 2008,Key Resolve,732,South Korea,2008,"South Korea, throughout the southern part of Korea",35.907757,127.766922,3/2/08,2008,3,2,3/7/08,2008,3,7,0,1,1,1,0,0,1,0,0,to practice how to receive troops that would flood into the Korean peninsula in case of war,NA,2
mme3091,Key Resolve/Foal Eagle 2008,Key Resolve,2,United States,2008,"South Korea, throughout the southern part of Korea",35.907757,127.766922,3/2/08,2008,3,2,3/7/08,2008,3,7,0,1,1,1,0,0,1,0,0,to practice how to receive troops that would flood into the Korean peninsula in case of war,NA,2
mme3092,Shatrujeet 2008,Shatrujeet,750,India,2008,"Camp Pendleton, California",33.3178416,-117.3205123,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,0,0,0,0,0,1,0,0,build interoperabililty for possible future operation,NA,2
mme3092,Shatrujeet 2008,Shatrujeet,2,United States,2008,"Camp Pendleton, California",33.3178416,-117.3205123,2008-03-xx,2008,3,xx,2008-03-xx,2008,3,xx,0,0,0,0,0,0,1,0,0,build interoperabililty for possible future operation,NA,2
mme3093,Thracian Spring,Thracian Spring,355,Bulgaria,2008,Bulgaria,42.733883,25.48583,4/2/08,2008,4,2,4/4/08,2008,4,4,0,1,0,0,0,0,1,0,0,improve interoperability,NA,2
mme3093,Thracian Spring,Thracian Spring,2,United States,2008,Bulgaria,42.733883,25.48583,4/2/08,2008,4,2,4/4/08,2008,4,4,0,1,0,0,0,0,1,0,0,improve interoperability,NA,2
mme3094,-9,NA,372,Georgia,2008,Turkgozu border region in Posof town of eastern province of Ardahan.,41.580236,42.8202939,4/3/08,2008,4,3,4/3/08,2008,4,3,0,0,1,0,0,0,1,0,0,border troops staged an exercise,NA,2
mme3094,-9,NA,640,Turkey,2008,Turkgozu border region in Posof town of eastern province of Ardahan.,41.580236,42.8202939,4/3/08,2008,4,3,4/3/08,2008,4,3,0,0,1,0,0,0,1,0,0,border troops staged an exercise,NA,2
mme3095,-9,NA,371,Armenia,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,370,Belarus,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,705,Kazakhstan,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,703,Kyrgyzstan,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,365,Russia,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,702,Tajikistan,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,369,Ukraine,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3095,-9,NA,704,Uzbekistan,2008,"It is very difficult to describe the geography of the manoeuvres. They involve dozens of airfields, and the events are unfolding in the airspace of several countries simultaneously.",NA,NA,2008-04-xx,2008,4,xx,2008-04-xx,2008,4,xx,0,1,0,0,0,0,1,0,0,The military are testing the strength of air borders,NA,8
mme3096,Arabian Shark 2008,NA,692,Bahrain,2008,North Arabian Sea,12.2501506,64.33717,4/15/08,2008,4,15,4/17/08,2008,4,17,0,0,0,1,0,0,1,0,0,focused on building coalition interoperability and improving anti-submarine warfare capabilities,NA,2
mme3096,Arabian Shark 2008,NA,2,United States,2008,North Arabian Sea,12.2501506,64.33717,4/15/08,2008,4,15,4/17/08,2008,4,17,0,0,0,1,0,0,1,0,0,focused on building coalition interoperability and improving anti-submarine warfare capabilities,NA,2
mme3097,Black Sea Partnership-08,Black Sea Partnership,360,Romania,2008,Black Sea,43.413029,34.299316,4/25/08,2008,4,25,5/8/08,2008,5,8,0,0,0,1,0,0,0,0,1,"put to test search and rescue operations, and would give naval training to the staff.",NA,3
mme3097,Black Sea Partnership-08,Black Sea Partnership,365,Russia,2008,Black Sea,43.413029,34.299316,4/25/08,2008,4,25,5/8/08,2008,5,8,0,0,0,1,0,0,0,0,1,"put to test search and rescue operations, and would give naval training to the staff.",NA,3
mme3097,Black Sea Partnership-08,Black Sea Partnership,640,Turkey,2008,Black Sea,43.413029,34.299316,4/25/08,2008,4,25,5/8/08,2008,5,8,0,0,0,1,0,0,0,0,1,"put to test search and rescue operations, and would give naval training to the staff.",NA,3
mme3098,Blackseafor,Blackseafor,355,Bulgaria,2008,central part of the Black Sea,43.413029,34.299316,4/15/08,2008,4,15,2008-04-xx,2008,4,xx,0,0,0,1,0,0,1,0,0,international naval exercise,NA,6
mme3098,Blackseafor,Blackseafor,372,Georgia,2008,central part of the Black Sea,43.413029,34.299316,4/15/08,2008,4,15,2008-04-xx,2008,4,xx,0,0,0,1,0,0,1,0,0,international naval exercise,NA,6
mme3098,Blackseafor,Blackseafor,360,Romania,2008,central part of the Black Sea,43.413029,34.299316,4/15/08,2008,4,15,2008-04-xx,2008,4,xx,0,0,0,1,0,0,1,0,0,international naval exercise,NA,6
mme3098,Blackseafor,Blackseafor,365,Russia,2008,central part of the Black Sea,43.413029,34.299316,4/15/08,2008,4,15,2008-04-xx,2008,4,xx,0,0,0,1,0,0,1,0,0,international naval exercise,NA,6
mme3098,Blackseafor,Blackseafor,640,Turkey,2008,central part of the Black Sea,43.413029,34.299316,4/15/08,2008,4,15,2008-04-xx,2008,4,xx,0,0,0,1,0,0,1,0,0,international naval exercise,NA,6
mme3098,Blackseafor,Blackseafor,369,Ukraine,2008,central part of the Black Sea,43.413029,34.299316,4/15/08,2008,4,15,2008-04-xx,2008,4,xx,0,0,0,1,0,0,1,0,0,international naval exercise,NA,6
mme3099,CMX-2008,CMX,NA,-9,2008,-9,NA,NA,4/16/08,2008,4,16,4/21/08,2008,4,21,1,0,0,0,0,0,0,1,1,"ollow a scenario based on a ""progressively-deteriorating security situation beyond the Euro-Atlantic area, featuring an ongoing multi-national peacekeeping operation, a humanitarian crisis, terrorism and threats by one nation against a neighbour""",NATO partner nations and NATO Mediterranean Dialogue partners will also participate; All 26 NATO Allies have been involved in planning CMX 2008.,2
mme3099,CMX-2008,CMX,344,Croatia,2008,-9,NA,NA,4/16/08,2008,4,16,4/21/08,2008,4,21,1,0,0,0,0,0,0,1,1,"ollow a scenario based on a ""progressively-deteriorating security situation beyond the Euro-Atlantic area, featuring an ongoing multi-national peacekeeping operation, a humanitarian crisis, terrorism and threats by one nation against a neighbour""",NATO partner nations and NATO Mediterranean Dialogue partners will also participate; All 26 NATO Allies have been involved in planning CMX 2008.,2
